Company Name,Company Name for Emails,Account Stage,Lists,# Employees,Industry,Account Owner,Website,Company Linkedin Url,Facebook Url,Twitter Url,Company Street,Company City,Company State,Company Country,Company Postal Code,Company Address,Keywords,Company Phone,Technologies,Total Funding,Latest Funding,Latest Funding Amount,Last Raised At,Annual Revenue,Number of Retail Locations,Apollo Account Id,SIC Codes,NAICS Codes,Short Description,Founded Year,Logo Url,Subsidiary of,Subsidiary of (Organization ID),Primary Intent Topic,Primary Intent Score,Secondary Intent Topic,Secondary Intent Score,Qualify Account,Prerequisite: Research Target Company,Prerequisite: Determine Research Guidelines
Brewlab,Brewlab,Cold,"",25,restaurants,edward@anvo-insurance.com,http://www.brewlabkc.com,http://www.linkedin.com/company/brewlabkc,https://facebook.com/brewlabkc,https://twitter.com/brewlabkc,7925 Marty St,Overland Park,Kansas,United States,66204,"7925 Marty St, Overland Park, Kansas, United States, 66204","breweries, food",'+1 913-400-2343,"Route 53, Gmail, Google Apps, MailChimp SPF, CloudFlare Hosting, CloudFlare, Square, Inc., Remote, Circle, Toast","","","","",6589000,1,69bc21f0bca73300019b7cdb,"","","Brew Lab is a craft beer lover's theme park: brewery, taproom and kitchen, Kansas City's ONLY YouBrew, where you become the brewmaster for a day, and the area's favorite home brew supply store.   Whether you brew at home or with us, we spend every waking moment devoted to helping you craft the best beer you've ever made — the best ingredients, the best equipment, and the most fun you'll have making beer.",2013,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/66ffa6a4d55a90000192142d/picture,"","","","","","","","",""
"Select Brands, Inc.",Select Brands,Cold,"",18,electrical/electronic manufacturing,edward@anvo-insurance.com,http://www.selectbrands.com,http://www.linkedin.com/company/select-brands,https://facebook.com/selectbrands,https://twitter.com/selectbrands,11228 Thompson Ave,Lenexa,Kansas,United States,66219-2303,"11228 Thompson Ave, Lenexa, Kansas, United States, 66219-2303","distribution, manufacturing, small appliances, appliances, electrical, & electronics manufacturing, themed kitchen appliances, family-centered appliance design, retail, kitchen storytelling elements, entertaining appliances, star wars kitchen appliances, kitchen gift solutions, creative kitchen tools, food prep appliances, consumer goods, heated cooking appliances, appliance quality, brand partnerships, baking appliances for kids, style and function, licensed disney products, compact kitchen gadgets, small kitchen appliances, family business, toasters, product range, state-of-the-art warehouse, disney licensed products, affordable solutions, kitchen gadgets, overseas offices, appliance design, design and innovation, licensed products, home cooking tools, d2c, small appliance portfolio, sporting and athletic goods manufacturing, family-owned, styling and storytelling, star wars appliances, party appliances, kitchen appliance innovation, mini treat makers, home appliances, modern home appliances, ice makers, product design, licensed disney collectibles, consumer electronics, product reliability, b2c, harry potter kitchen gadgets, e-commerce, reliable quality, kitchen appliances, kitchen decor, coffee makers, b2b, consumer products & retail, mechanical or industrial engineering, electrical/electronic manufacturing, consumers, hardware, consumer internet, internet, information technology & services",'+1 913-663-4500,"Outlook, Microsoft Office 365, Slack, Klaviyo, Amadesa, Bing Ads, Mobile Friendly, Shopify, Google Font API, YouTube","","","","",17469000,"",69bc21f0bca73300019b7cde,3632,33992,"WE ARE CONSUMER DRIVEN
The customer is the core of our business and drives our daily decisions. Select Brands, Inc strives to satisfy our consumer by offering quality products with added value, while maintaining an exemplary level of service. Through our deep commitment to deliver results and develop an understanding of our customers, Select Brands, Inc works to improve the lives of consumers in the kitchen and at home.

WE HAVE A COMMITMENT TO TEAMWORK
Select Brands, Inc adheres to the philosophy that a company is built by its team of employees. Ultimately, the relationships we build become more important and are more sustainable than any other aspect of our business. Teamwork is one of our greatest assets, and we work together to add value to our business. We have built a foundation of trust by recognizing the contributions of others, while constantly developing ourselves. We also maintain a continuous desire to improve and encourage a spirit of uniqueness.

WE HAVE PASSION FOR THE PRODUCT
Our team has an incredible passion for the product development process. Every detail at every stage is analyzed to ensure we are providing the best products. Our goal is to develop a better product, built to our specifications, to provide the highest quality and performance to the consumer. Our enthusiasm for the products allows us to deliver what we promise and meet the challenges we are presented.

WE FOCUS ON SPEED IN THE MARKETPLACE
The speed and flexibility of Select Brands, Inc allows our company to thrive in a constantly changing environment. Our streamlined product development and decision making process accelerate our speed to market, providing a competitive advantage. The ability to adjust quickly creates unique opportunities and adds value to our business.",1998,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/69ae9cf255cc36000100748a/picture,"","","","","","","","",""
KC Kitchen & Pizzeria,KC Kitchen & Pizzeria,Cold,"",12,restaurants,edward@anvo-insurance.com,http://www.kckitchenpizza.com,http://www.linkedin.com/company/kckitchenpizza,"","",3906 Waddell Ave,Kansas City,Missouri,United States,64111,"3906 Waddell Ave, Kansas City, Missouri, United States, 64111","",'+1 816-599-4533,"","","","","","","",69bc21f0bca73300019b7cdf,"","","",2016,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/66ee65c9d2981300015aaf9e/picture,"","","","","","","","",""
Parisi Coffee,Parisi Coffee,Cold,"",28,food & beverages,edward@anvo-insurance.com,http://www.parisicoffee.com,http://www.linkedin.com/company/parisi-coffee,https://www.facebook.com/ParisiCoffee,https://twitter.com/parisicoffee,1875 N Topping Ave,Kansas City,Missouri,United States,64120-1227,"1875 N Topping Ave, Kansas City, Missouri, United States, 64120-1227","green coffee sourcing, private label coffee, specialty coffee, wholesale coffee, contract coffee manufacturing, food & beverage retail, sustainable coffee, coffee experience, private label manufacturing, coffee subscription, direct trade coffee, single origin coffee, coffee blends, kansas city coffee, artisan coffee, coffee sustainability, coffee brand development, single origin coffee sourcing, coffee craftsmanship, custom coffee packaging, coffee wholesale, coffee, coffee innovation, b2b, coffee b2b, coffee and tea manufacturing, coffee awards, coffee product development, artisan coffee blends, coffee sourcing, coffee production, direct trade, customer service, coffee blending techniques, private label coffee production, food and beverage manufacturing, coffee roasting expertise, d2c, contract manufacturing, community, coffee quality, coffee market, coffee packaging, wholesale trade, private label, coffee roasting, services, events, coffee blending, coffee retail, specialty coffee sourcing, coffee packaging solutions, coffee tasting, coffee supply chain management, coffee direct trade, b2c, coffee quality control, coffee contract manufacturing, coffee product innovation, coffee awards and recognition, e-commerce, coffee supply chain, retail, coffee supply chain transparency, retail coffee shops, manufacturing, distribution, consumer products & retail, food & beverages, consumer goods, consumers, food & beverage manufacturing, food production, mechanical or industrial engineering, communities, consumer internet, internet, information technology & services, american (traditional), bakeries, breakfast & brunch, cafes, coffee & tea, creperies, desserts, food, restaurants",'+1 816-423-5464,"Outlook, Microsoft Office 365, Shopify Plus, Drupal, Facebook Login (Connect), YouTube, Facebook Custom Audiences, Google AdWords Conversion, Facebook Widget, Shopify, Google Analytics, Mobile Friendly, Google Tag Manager, Domo, Sisense","","","","",4953000,1,69bc21f1bca73300019b7d5e,2099,31192,"At Parisi Coffee, we craft specialty coffee that elevates every experience. From sourcing the highest-quality green coffee beans to perfecting roast profiles that capture each coffee's natural essence, our days are spent tasting, tweaking, and refining our craft. Our café locations are where our passion for coffee, hospitality, and operational excellence come together daily. Every detail, from bean to cup, reflects the same standards we bring to our roasting, training, and partner programs.

Our SQF-certified facility offers contract manufacturing, wholesale, and private label services, delivering the same meticulous attention to quality, flavor, and consistency in every roast. Through every cup—served in our cafés or distributed through our partners—we aim to create something memorable, meaningful, and extraordinary.

Café Locations:

📍Parisi – Union Station: 30 W Pershing Rd, #100, Kansas City, MO 64108
📍 Parisi – Overland Park: 7261 W 80th St, Overland Park, KS 66204",2006,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/6700c4b6e14d5600016f22bc/picture,"","","","","","","","",""
Stroud's Restaurant & Bar,Stroud's Restaurant & Bar,Cold,"",25,restaurants,edward@anvo-insurance.com,http://www.stroudsrestaurant.com,http://www.linkedin.com/company/stroud's-restaurant-&-bar,"","",4200 Shawnee Mission Pkwy,Fairway,Kansas,United States,66205,"4200 Shawnee Mission Pkwy, Fairway, Kansas, United States, 66205","american (traditional), restaurants",'+1 913-262-8500,"Outlook, Microsoft Office 365, Woo Commerce, WordPress.org, reCAPTCHA, Google Tag Manager, Google Font API, Mobile Friendly","","","","","",4,69bc21f1bca73300019b7d65,"","","","",https://zenprospect-production.s3.amazonaws.com/uploads/pictures/63edac09a4ccae0001634980/picture,"","","","","","","","",""
"The Raphael Hotel, Autograph Collection",The Raphael Hotel Autograph Collection,Cold,"",16,hospitality,edward@anvo-insurance.com,http://www.raphaelkc.com,http://www.linkedin.com/company/the-raphael-hotel-autograph-collection,https://facebook.com/ChazonthePlaza,https://twitter.com/chazontheplaza,325 Ward Pkwy,Kansas City,Missouri,United States,64112-2111,"325 Ward Pkwy, Kansas City, Missouri, United States, 64112-2111","","","Microsoft Office 365, Campaign Monitor, Sophos, Slack, Google Frontend (Webserver), Google Font API, Yelp, Facebook Widget, Facebook Login (Connect), Mobile Friendly, Google Analytics, Facebook Custom Audiences, Google Tag Manager","","","","",4703000,"",69bc21f1bca73300019b7d67,7011,"","The Raphael Hotel, Autograph Collection is located at 325 Ward Parkway in Kansas City, MO.  The nationally ranked hotel has original paintings, mosaics, murals and historically rich Boy with Thorn statue that complement the Spanish-styled Country Club Plaza!     

Guests experience nightly jazz by local composers and musicians while culinary and mixology experts serve guests in the hotel's restaurant, Chaz on the Plaza!",1975,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/66ee431a9dc01f00013e5b1d/picture,Bentley Legacy (bentleylegacy.com),66e345782170b303daafca61,"","","","","","",""
The Wellington Senior Living,The Wellington Senior Living,Cold,"",22,hospital & health care,edward@anvo-insurance.com,http://www.wellingtonseniorliving.com,http://www.linkedin.com/company/the-wellington-senior-living,https://www.facebook.com/101457072028248,"",1051 S Withers Rd,Liberty,Missouri,United States,64068,"1051 S Withers Rd, Liberty, Missouri, United States, 64068","senior services, senior housing, independent living, assisted living, hospitals & health care, care services, senior wellness, b2c, services, nursing care facilities (skilled nursing facilities), holistic support, restaurant dining, elderly care, memory care certification, joint commission accreditation, transportation & logistics, personalized care plans, senior apartments, pet-friendly, memory care, construction & real estate, wellness programs, community amenities, senior living, healthcare, residential care, transportation services, community activities, hospital & health care, health care, health, wellness & fitness",'+1 816-722-3077,"Outlook, Microsoft Office 365, WP Engine, Jobvite, Hubspot, WordPress.org, Typekit, Mobile Friendly, Simpli.fi, Google Tag Manager, Domo, Sisense","","","","","","",69bc21f1bca73300019b7d6a,8051,62311,"The Wellington offers peace of mind, quality of life and choice in an atmosphere of privacy and reassurance. Independence is encouraged while at the same time assistance is provided for your continued health and well being.","",https://zenprospect-production.s3.amazonaws.com/uploads/pictures/66e5c122f5800a00017af514/picture,"","","","","","","","",""
Social House Entertainment,Social House Entertainment,Cold,"",44,entertainment,edward@anvo-insurance.com,http://www.socialhouseentertainment.com,http://www.linkedin.com/company/social-house-entertainment,"","","",Overland Park,Kansas,United States,"","Overland Park, Kansas, United States","entertainment providers, event production, venue transformation, large-scale events, music and entertainment, event marketing, food and alcohol service, social media marketing, event management, live event experiences, outdoor venues, community outreach events, music festivals, non-traditional venues, event planning and management, vendor coordination, content creation, graphic design, festival sponsorship, services, promoters of performing arts, sports, and similar events with facilities, stage production, customer engagement, festival production, event consulting, b2b, event permitting, outdoor festival setup, corporate event services, community events, food and beer festivals, consulting, event planning, talent booking, b2c, events services, marketing & advertising, events, consumer internet, consumers, internet, information technology & services","","Sendgrid, Gmail, Google Apps, Looker, Android, Circle, Remote, AI, Node.js, IoT","","","","","","",69bc21f2bca73300019b7df5,7389,71131,"What sets us apart from other event production companies is that we design and build our events at non-traditional music venues and curate an experience with the consumer experience in mind. We start with a blank canvas, a field, ballpark, racetrack, soccer fields and transform the space into a festival that engages all five senses. We create truly unique experiences with a mix of amazing food, craft cocktails, high-end production, A-list artists and some of the most unique venues available. We create our own unique entertainment experiences while also catering to clients, in a team effort, to help bring their vision to the masses.","",https://zenprospect-production.s3.amazonaws.com/uploads/pictures/66f3c7a5fd89f2000103156f/picture,"","","","","","","","",""
Whole Harvest,Whole Harvest,Cold,"",14,food & beverages,edward@anvo-insurance.com,http://www.wholeharvest.com,http://www.linkedin.com/company/whole-harvest,https://facebook.com/wholeharvestmeals,https://twitter.com/wholeharvest,414 Armour Rd,North Kansas City,Missouri,United States,64116-3512,"414 Armour Rd, North Kansas City, Missouri, United States, 64116-3512","food & beverage services, brain health, mental health nutrition, plant-based meal delivery, fresh meals, health & wellness, gut-brain health, food & beverage retail, gut-brain axis, omega-3 sources, meal subscription service, nutritional health, cancer-fighting ingredients, b2c, antioxidant foods, custom meal plans, e-commerce, gut health, meal subscription, depression management, healthy habits, whole food plant-based, oil-free meals, plant-based holiday menus, meal delivery, nutrient-rich, fresh plant-based meals, vacuum sealed meals, healthy lifestyle, healthy recipes, nutrient-dense foods, probiotic foods, anti-inflammatory diet, healthy eating, food delivery, nutrition, oil-free food, sustainable food, holistic health, sustainability, nutritional psychiatry, frozen food manufacturing, plant-based cancer prevention, d2c, plant-based diet, sos-free seasoning, plant-based nutrition, whole food diet, mindful eating, services, distribution, consumer products & retail, food & beverages, consumer goods, consumers, health, wellness & fitness, consumer internet, internet, information technology & services, environmental services, renewables & environment",'+1 910-293-7917,"Gmail, Google Apps, Recharge Payments, Shopify Plus, Slack, Hubspot, Remote, Reviews, AI","","","","","","",69bc21f2bca73300019b7e02,2099,31141,"The health you want. The body you want.
The lifestyle you want. It all starts on your
plate, and with Whole Harvest, you can
make it yours.

Our prepared meal delivery service puts your
goals in your hands with hearty, nutritious
whole food, plant-based meals that are ready
when you are. No oil, added sugars, gluten,
or dairy.

When you're out and in the mood for
something more exciting, our restaurants
guarantee you have a quick, delicious,
plant-based option that's sure to satisfy.
Whether you chose a healthier diet or it
chose you, what happens next is up to you.

So what'll you have?",1997,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/66e889418be34b00015a1b9d/picture,Bunge (bunge.com),5e8709606f76e5008ca845f5,"","","","","","",""
T-Shotz,T-Shotz,Cold,"",22,entertainment,edward@anvo-insurance.com,http://www.tshotz.com,http://www.linkedin.com/company/t-shotz,https://www.facebook.com/TShotzKC,https://twitter.com/TShotzKC,660 NW Metro North Dr,Kansas City,Missouri,United States,64155-2718,"660 NW Metro North Dr, Kansas City, Missouri, United States, 64155-2718","entertainment providers, leisure, entertainment, and recreation, themed events, private event spaces, group golf packages, golf tournament, food and drinks menu, endless mimosa weekends, golf games for all levels, food and beverage service, group events, party packages, golf and food packages, happy hour golf deals, event space, golf recreation, event planning and management, golf games, themed trivia nights, event planning, skill-based golf, food services and drinking places, arcade games, pickleball league, custom golf games, golf and entertainment combo, high-tech hitting bays, holiday party, wedding reception, arcade classics, private dining, pickleball tournaments, golf simulator technology, birthday party, corporate team building, happy hour specials, golf simulator, competitive pickleball, golf lessons, fundraiser event, golf for kids and beginners, virtual courses, casual play, pickleball courts, outdoor courts, food menu, special event promotions, summer golf pass, indoor arcade, all other amusement and recreation industries, military discounts, membership options, kansas city entertainment, drink menu, indoor sports bar, services, trackman range technology, corporate events, golf challenge, family activities, private event rentals, summer swing pass, b2c, membership discounts, consumer products & retail, events services",'+1 816-702-1320,"Outlook, Microsoft Office 365, Amazon AWS, Google Analytics, Google Tag Manager, Nginx, CrazyEgg","","","","","","",69bc21f2bca73300019b7e0d,7999,71399,"T-Shotz is Kansas City's locally owned, next-generation golf and entertainment venue. T-Shotz is made for Kansas Citians. By Kansas Citians. There's only one T-Shotz location. And it's right here in your backyard.",2020,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/66ebe0b94e620600018693ab/picture,"","","","","","","","",""
Jones Twine & Net Wrap,Jones Twine & Net Wrap,Cold,"",13,farming,edward@anvo-insurance.com,http://www.jonestwine.com,http://www.linkedin.com/company/jones-twine,"","",223 W Main St,Sheldon,Missouri,United States,64784-2514,"223 W Main St, Sheldon, Missouri, United States, 64784-2514","netwrap, crop packaging, silage wrap, twine, uv protection, manufacturing, bale coverage solutions, services, wire, uv stabilized net wrap, silage preservation, family-owned, agriculture supplies, net wrap, baling twine, uv stabilized silage wrap, inventory management, bale wrap durability, biodegradable baling twine, wholesale, sisal twine, agriculture, long roll silage wrap, bale wrap colors, bale accessories, polypropylene twine, industry-leading prices, heavy duty net wrap, reflective white silage wrap, bale wrap, bale net, high quality, bale wrap wholesale, b2b, animal food manufacturing, customer service, european high performance net wrap, e-commerce, bale wrap for large farms, multi-purpose baling twine, over edge coverage net wrap, bale wrap manufacturers, bale coverage, silage film, long roll bale wrap, bale wrap distributors, bale wrap sizes, hay-baling products, bale wrap for us conditions, farm equipment, hay baling parts, distributor, polypropylene, sisal, heavy duty, long roll, european high performance, over edge coverage, biodegradable, uv stabilized, large farm, mechanical or industrial engineering, consumer internet, consumers, internet, information technology & services",'+1 833-429-2253,"Outlook, Microsoft Office 365, Google Cloud Hosting, Salesforce, Google Analytics, Bing Ads, Google Dynamic Remarketing, Facebook Widget, Google Tag Manager, Facebook Custom Audiences, Wix, Varnish, Google AdWords Conversion, Facebook Login (Connect), DoubleClick, YouTube, DoubleClick Conversion, Mobile Friendly","","","","","","",69bc21f2bca73300019b7e0f,2295,31111,"Jones Twine & Net Wrap has proudly served the Midwest for four generations, providing high quality year-round service, the best hay-baling products, and industry-leading prices to help make your business more profitable. We strive to keep our dealers supplied with the products and prices they need in order to set the pace in their own market area. We're more than just a company — we always have been, and always will be, a family.",1974,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/6831620f37437a0001450c07/picture,"","","","","","","","",""
Vertical Cannabis,Vertical Cannabis,Cold,"",27,alternative medicine,edward@anvo-insurance.com,http://www.vertical-cannabis.com,http://www.linkedin.com/company/verticalcannabis,https://www.facebook.com/verticaldispensary,"",908 N Belt Hwy,Saint Joseph,Missouri,United States,64506-3013,"908 N Belt Hwy, Saint Joseph, Missouri, United States, 64506-3013","small batch & indoor cultivation, craft weed, cannabinoids, indica, retail, missouri cannabis, food crops grown under cover, recreational cannabis, hybrid, b2c, seed-to-sale process, handcrafted cannabis, dispensary, vape, craft cannabis, flavor profiles, sativa, product customization, cannabis cultivation, pre-rolls, cultivation, cannabis cultivation and production, small-batch cannabis, curated cannabis strains, customer care, flower and concentrates, services, flavor and potency, high-quality cannabis, quality-driven cultivation, cannabis effects, terpenes, medicinal cannabis, cannabis strains, flower, cannabis wholesale and distribution, e-commerce, industry standards, d2c, small-batch cultivation, premium small-batch cannabis, premium cannabis, b2b, retail dispensary, customer service, cannabis products, topicals, edibles, local missouri cannabis, manufacturing, distribution, consumer products & retail, consumer internet, consumers, internet, information technology & services, mechanical or industrial engineering",'+1 816-396-8573,"Gmail, Google Apps, Flywheel, Square, Inc., Slack, Mobile Friendly, WordPress.org, Google Tag Manager, Google Font API","","","","","","",69bc21f2bca73300019b7e15,2834,11141,"Vertical is a Missouri state licensed craft marijuana cultivation, hash rosin lab and dispensary in St. Joseph, Missouri. Located in a 60k sq. ft. state-of-the-art indoor facility in a brand new business park, Vertical's focus is growing small batch cannabis with authentic genetics sourced nationally from the very best breeders and Vertical's own breeding program.",2020,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/69109b7b6c531e00011666e9/picture,"","","","","","","","",""
The Brass Onion,The Brass Onion,Cold,"",21,restaurants,edward@anvo-insurance.com,http://www.thebrassonion.com,http://www.linkedin.com/company/the-brass-onion,https://facebook.com/thebrassonion,"",5501 W 135th St,Overland Park,Kansas,United States,66223-7201,"5501 W 135th St, Overland Park, Kansas, United States, 66223-7201","happy hour, southern, american, fresh fish, seafood, weekend brunch, scratch kitchen, food & drink specials, lunch, signature martinis, barrell aged program, low country, gluten free, vegetarian, handcrafted cocktails, weekly features, dinner",'+1 913-851-5940,"Gmail, Google Apps, Mobile Friendly, Facebook Login (Connect), reCAPTCHA, Google Tag Manager, Gravity Forms, WordPress.org, Google Font API, Facebook Custom Audiences, Facebook Widget","","","","","","",69bc21f2bca73300019b7e18,"","","The Brass Onion invites you to EXPERIENCE what makes us special. From the 
moment you arrive our warm + welcoming staff are there to make sure your experience is one-of-a-kind. Our fresh + local ingredients deliver #ComfortFoodAtItsFinest with exciting flavors and textures. Our #HandCraftedCocktails and extensive beer, wine and liquor selections offer the perfect drink designed to enhance your meal. All of this partnered with our comfortable + inviting ambiance ensures that your experience will be memorable, not just the first time, but every time.

Looking for the perfect space to host your upcoming special event? Come check out The Brass Room, our private dining space. Located adjacent to The Brass Onion, this space is perfect for: Meetings + Luncheons + Company Retreats + Holiday Celebrations + Rehearsal Dinners + Birthday Parties + Family Reunions.

Don't have time to dine with us in restaurant? No worries, we've got you covered! Simply call in or place your order online for carryout or delivery. Now you can enjoy your Brass Onion favorites in your office or home! Don't forget to ask about our convenient carryout catering options for your next big event!",2018,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/66f65d5913d4a60001f63165/picture,"","","","","","","","",""
Kansas City Bier Company,Kansas City Bier Company,Cold,"",12,food & beverages,edward@anvo-insurance.com,"",http://www.linkedin.com/company/kansas-city-bier-company,"","",310 E 79th St,Kansas City,Missouri,United States,64114-1926,"310 E 79th St, Kansas City, Missouri, United States, 64114-1926","craft bier & authentic german brewing, food & beverage services, food & beverages, consumer goods, consumers",'+1 816-214-8691,"Outlook, MailChimp SPF, Facebook Custom Audiences, reCAPTCHA, Apache, Vimeo, Simpli.fi, WordPress.org, Google Font API, Gravity Forms, Google Tag Manager, Mobile Friendly, Remote","","","","","","",69bc21f3bca73300019b7ee0,"","","Kansas City Bier Company is the largest locally owned brewery in Kansas City.

We specialize in bier-flavored beer using only four ingredients: Water; Imported German malt, Imported German hops and yeast from Andechs, a 500-year-old Bavarian monastery and brewery.

Follow us on Twitter and Instagram: @KCBierCo and Facebook: Facebook.com/KCBierCo for the latest updates on our Brewery and Biergarten!",2014,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/671222d2ee148800010a9024/picture,"","","","","","","","",""
Velocity MSC formerly CTI,Velocity MSC formerly CTI,Cold,"",14,information technology & services,edward@anvo-insurance.com,"",http://www.linkedin.com/company/cti-solutions-inc,"","","",Overland Park,Kansas,United States,"","Overland Park, Kansas, United States","digital signage, interactive touch screen solutions, customer retail experiences, remote content management, content management software, videowalls, custom software solutions, conference room technology, immersive, technology, information & media, information technology & services","","","","","","","","",69bc21f3bca73300019b7ee4,"","","Velocity is a managed services and solutions provider that builds customized technology solutions for multi-location enterprises in retail, hospitality, healthcare, government, restaurants, and many other industries.",2005,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/6790fcf2fb9c540001c1b65c/picture,"","","","","","","","",""
Good Spirits Distilling,Good Spirits Distilling,Cold,"",19,food & beverages,edward@anvo-insurance.com,http://www.gsdalcohol.com,http://www.linkedin.com/company/good-spirits-distilling,https://www.facebook.com/p/Good-Spirits-Distilling-100082406379309/,"",15450 S Keeler St,Olathe,Kansas,United States,66062-2710,"15450 S Keeler St, Olathe, Kansas, United States, 66062-2710","wholesale alcoholic beverages, food & beverages, consumer goods, consumers",'+1 913-361-8070,"ElasticEmail, Gmail, Google Apps, Google Cloud Hosting, Shutterstock, Dropbox, Mobile Friendly, WordPress.org, Apache, Remote","","","","","","",69bc21f3bca73300019b7ef7,"","","We are an International Group established in 1987, involved in alcohol beverage brand building and distribution both domestically in the USA, and globally with an award-winning brand portfolio, which stands for products of superior quality, authenticity, and exceptional taste. Our business is built on the principles and foundations laid down by a strong leadership team with decades of industry experience. As a privately owned group we are able to respond with agility to an ever-changing consumer, and evolving market dynamics.","",https://zenprospect-production.s3.amazonaws.com/uploads/pictures/68180ee65dd1f9000170febf/picture,"","","","","","","","",""
"Cyrus Hotel, Tribute Portfolio",Cyrus Hotel Tribute Portfolio,Cold,"",15,hospitality,edward@anvo-insurance.com,http://www.cyrushotel.com,http://www.linkedin.com/company/cyrus-hotel-tribute-portfolio,"","",920 S Kansas Ave,Topeka,Kansas,United States,66612-1211,"920 S Kansas Ave, Topeka, Kansas, United States, 66612-1211","boutique hotel, pet-friendly hotel, accessible rooms, city views, hotel management, downtown kansas, wedding venues, historic legacy, hospitality, business travel, boutique lifestyle hotel, luxury accommodations, hotel amenities, historic charm, construction & real estate, hotels (except casino hotels) and motels, luxury rooms, meeting spaces, local chef restaurant, suite accommodations, local attractions, downtown topeka, event venues, b2c, leisure, travel & tourism",'+1 785-596-0500,"CloudFlare CDN, Mimecast, Outlook, Microsoft Office 365, Microsoft Azure Hosting, The Trade Desk, Adobe Marketing Cloud, Remote","","","","","","",69bc21f3bca73300019b7f00,7011,72111,"We are the first boutique hotel in the Capitol City of Topeka, KS. Just a quick walk to the capitol building and many other spots around Downtown Topeka, it is a no-brainer to stay here.

Cyrus Hotel stands tall as the first boutique lifestyle hotel in Topeka, Kansas. Located within walking distance of the Kansas State Capitol and greenscaped Kansas Avenue, Cyrus Hotel is at the heart of the capital city's renaissance.

The Cyrus Hotel was named in honor of Cyrus K. Holliday, founder of Topeka, a successful businessman (railroads and banks), and a Kansas pioneer. His spirit of adventure and sense of loyalty inspires us to deliver service that lives up to his reputation and legacy.","",https://zenprospect-production.s3.amazonaws.com/uploads/pictures/679f89d94b932700017d1095/picture,"","","","","","","","",""
BRKTHROUGH,BRKTHROUGH,Cold,"",30,recreational facilities & services,edward@anvo-insurance.com,http://www.brkthrough.com,http://www.linkedin.com/company/brkthrough,https://www.facebook.com/gobrkthrough,"",6403 W 135th St,Overland Park,Kansas,United States,66223-7960,"6403 W 135th St, Overland Park, Kansas, United States, 66223-7960","recreational facilities, digital challenge rooms, event planning and services, curated food menu, event coordination, group events, team competition, amusement arcades, b2c, birthday celebrations, themed challenge rooms, vr challenge rooms, high-energy team activities, interactive gaming, wine, event catering, group activities, services, interactive challenges, group experiences, themed decor, gaming, youth engagement activities, high-tech escape rooms, themed party events, fitness, adventure activities, social entertainment, family-friendly activities, food and beverage, group bookings, event packages, group dining, interactive group challenges, leisure, entertainment, and recreation, interactive team puzzles, multi-location challenge venues, immersive challenge rooms, craft beer, corporate events, self-guided challenge rooms, event planning, physical challenges, group discounts, party venue, multi-room adventure, youth parties, entertainment venue, self-pour tap wall, skill-based challenges, adventure challenges, team building, virtual challenges, team vs room competitions, prize contests, party planning, food and drinks, food and beverage services, event hosting, celebration venues, seasonal challenge themes, team fun, multi-location venues, bar and restaurant, holiday parties, event gift cards, group reservations, youth events, party packages, themed decor for holidays, corporate team bonding, extended hours, customizable event experiences, craft beer tap wall, high-tech challenges, event space, high-technology challenges, wine bar, immersive tech challenges, prizes and contests, event customization, venue rental, interactive entertainment, corporate team building, birthday parties, special themed decor, corporate outings, physical and mental challenges, challenge rooms, mental puzzles, b2b, consumer products & retail, facilities services, games, personal health, health care, hospital & health care, food & beverages, consumer goods, consumers, wine & spirits, events services, food & beverage services",'+1 913-948-5800,"Cloudflare DNS, Gmail, Google Apps, Google Tag Manager, Facebook Widget, Mobile Friendly, Typekit, Facebook Login (Connect), reCAPTCHA, Facebook Custom Audiences, Hotjar, Remote","","","","","","",69bc21f3bca73300019b7f01,7999,71312,"BRKTHROUGH is a brand new and immersive social entertainment experience designed to make participants feel like they have entered another world. The new concept is the future of entertainment for groups of all kinds, with its combination of wildly entertaining physical and mental gameplay, and great food and drinks.

 BRKTHROUGH has 40 unique and high-technology challenge rooms where teams will encounter physical, mental, and skill-based challenges. Ideal for groups of 2 to 4 people, BRKTHROUGH can accommodate up to 400 guests at a time. Designed with adults in mind, there is a self-pour tap wall with a curated list of 20 different beers and wines, as well as a restaurant offering a delicious, highly shareable menu.","",https://zenprospect-production.s3.amazonaws.com/uploads/pictures/66deae41da88850001533b4a/picture,"","","","","","","","",""
